"plot","subplot","species","date","year","block","div","species_name","ag_biomass"
10,"d","tr","2-6.07.2018",2018,1,4,"Tragopogon pratensis","244.001981886084"
11,"a","ar","2-6.07.2018",2018,1,4,"Arrhenaterum elatius","5.9710832564005898"
11,"a","ho","2-6.07.2018",2018,1,4,"Holcus lanatus","24.750747796689499"
11,"a","or","2-6.07.2018",2018,1,4,"Origanum vulgare","4.8369077353166796"
11,"a","tr","2-6.07.2018",2018,1,4,"Tragopogon pratensis","159.02366121159301"
11,"b","ar","2-6.07.2018",2018,1,4,"Arrhenaterum elatius","9.3115499906508692"
11,"b","ho","2-6.07.2018",2018,1,4,"Holcus lanatus","11.329156110081801"
11,"b","or","2-6.07.2018",2018,1,4,"Origanum vulgare","NA"
11,"b","tr","2-6.07.2018",2018,1,4,"Tragopogon pratensis","111.398493899267"
11,"c","ar","2-6.07.2018",2018,1,4,"Arrhenaterum elatius","8.3037430073160703"
11,"c","ho","2-6.07.2018",2018,1,4,"Holcus lanatus","11.4788414729093"
11,"c","or","2-6.07.2018",2018,1,4,"Origanum vulgare","NA"
11,"c","tr","2-6.07.2018",2018,1,4,"Tragopogon pratensis","128.152615519775"
11,"d","ar","2-6.07.2018",2018,1,4,"Arrhenaterum elatius","4.4551620189905101"
11,"d","ho","2-6.07.2018",2018,1,4,"Holcus lanatus","1.2187282358820599"
11,"d","or","2-6.07.2018",2018,1,4,"Origanum vulgare","NA"
11,"d","tr","2-6.07.2018",2018,1,4,"Tragopogon pratensis","97.585309745127503"
12,"a","ca","2-6.07.2018",2018,1,4,"Cardamine pratensis","NA"
12,"a","lu","2-6.07.2018",2018,1,4,"Luzula campestris","NA"
12,"a","or","2-6.07.2018",2018,1,4,"Origanum vulgare","57.473599999999998"
12,"a","po","2-6.07.2018",2018,1,4,"Poa trivialis","6.7552000000000003"
12,"b","ca","2-6.07.2018",2018,1,4,"Cardamine pratensis","NA"
12,"b","lu","2-6.07.2018",2018,1,4,"Luzula campestris","NA"
12,"b","or","2-6.07.2018",2018,1,4,"Origanum vulgare","77.045599999999993"
12,"b","po","2-6.07.2018",2018,1,4,"Poa trivialis","3.7671999999999999"
12,"c","ca","2-6.07.2018",2018,1,4,"Cardamine pratensis","NA"
12,"c","lu","2-6.07.2018",2018,1,4,"Luzula campestris","NA"
12,"c","or","2-6.07.2018",2018,1,4,"Origanum vulgare","115.3496"
12,"c","po","2-6.07.2018",2018,1,4,"Poa trivialis","3.5792000000000002"
12,"d","ca","2-6.07.2018",2018,1,4,"Cardamine pratensis","NA"
12,"d","lu","2-6.07.2018",2018,1,4,"Luzula campestris","NA"
12,"d","or","2-6.07.2018",2018,1,4,"Origanum vulgare","104.074846928217"
12,"d","po","2-6.07.2018",2018,1,4,"Poa trivialis","6.18115307178316"
13,"a","ca","2-6.07.2018",2018,1,4,"Cardamine pratensis","NA"
13,"a","ho","2-6.07.2018",2018,1,4,"Holcus lanatus","75.454822390226795"
13,"a","kn","2-6.07.2018",2018,1,4,"Knautia arvensis","5.4171776097731899"
13,"a","lu","2-6.07.2018",2018,1,4,"Luzula campestris","NA"
13,"b","ca","2-6.07.2018",2018,1,4,"Cardamine pratensis","NA"
13,"b","ho","2-6.07.2018",2018,1,4,"Holcus lanatus","37.519199999999998"
13,"b","kn","2-6.07.2018",2018,1,4,"Knautia arvensis","2.6152000000000002"
13,"b","lu","2-6.07.2018",2018,1,4,"Luzula campestris","NA"
13,"c","ca","2-6.07.2018",2018,1,4,"Cardamine pratensis","NA"
13,"c","ho","2-6.07.2018",2018,1,4,"Holcus lanatus","23.943200000000001"
13,"c","kn","2-6.07.2018",2018,1,4,"Knautia arvensis","2.0472000000000001"
13,"c","lu","2-6.07.2018",2018,1,4,"Luzula campestris","NA"
13,"d","ca","2-6.07.2018",2018,1,4,"Cardamine pratensis","NA"
13,"d","ho","2-6.07.2018",2018,1,4,"Holcus lanatus","59.849600000000002"
13,"d","kn","2-6.07.2018",2018,1,4,"Knautia arvensis","2.0912000000000002"
13,"d","lu","2-6.07.2018",2018,1,4,"Luzula campestris","NA"
14,"a","an","2-6.07.2018",2018,1,8,"Anthoxanthum odoratum","10.0112686468647"
14,"a","fe","2-6.07.2018",2018,1,8,"Festuca rubra","8.9900365236523694"
14,"a","ho","2-6.07.2018",2018,1,8,"Holcus lanatus","33.529975357535697"
14,"a","kn","2-6.07.2018",2018,1,8,"Knautia arvensis","4.2310948294829496"
14,"a","or","2-6.07.2018",2018,1,8,"Origanum vulgare","5.1379489548954904"
14,"a","po","2-6.07.2018",2018,1,8,"Poa trivialis","NA"
14,"a","ru","2-6.07.2018",2018,1,8,"Rumex acetosa","4.1820756875687604"
14,"a","ve","2-6.07.2018",2018,1,8,"Veronica chamaedrys","NA"
14,"b","an","2-6.07.2018",2018,1,8,"Anthoxanthum odoratum","5.80901614035088"
14,"b","fe","2-6.07.2018",2018,1,8,"Festuca rubra","7.1971936062378097"
14,"b","ho","2-6.07.2018",2018,1,8,"Holcus lanatus","6.2604818713450303"
14,"b","kn","2-6.07.2018",2018,1,8,"Knautia arvensis","NA"
14,"b","or","2-6.07.2018",2018,1,8,"Origanum vulgare","7.9230665107212497"
14,"b","po","2-6.07.2018",2018,1,8,"Poa trivialis","NA"
14,"b","ru","2-6.07.2018",2018,1,8,"Rumex acetosa","8.5934418713450302"
14,"b","ve","2-6.07.2018",2018,1,8,"Veronica chamaedrys","NA"
14,"c","an","2-6.07.2018",2018,1,8,"Anthoxanthum odoratum","3.7136432647089599"
14,"c","fe","2-6.07.2018",2018,1,8,"Festuca rubra","10.1418385411224"
14,"c","ho","2-6.07.2018",2018,1,8,"Holcus lanatus","16.276309896540901"
14,"c","kn","2-6.07.2018",2018,1,8,"Knautia arvensis","1.2808687219145201"
14,"c","or","2-6.07.2018",2018,1,8,"Origanum vulgare","3.4307625039189"
14,"c","po","2-6.07.2018",2018,1,8,"Poa trivialis","NA"
14,"c","ru","2-6.07.2018",2018,1,8,"Rumex acetosa","5.0229770717943403"
14,"c","ve","2-6.07.2018",2018,1,8,"Veronica chamaedrys","NA"
14,"d","an","2-6.07.2018",2018,1,8,"Anthoxanthum odoratum","10.15386353399"
14,"d","fe","2-6.07.2018",2018,1,8,"Festuca rubra","7.8608345372735"
14,"d","ho","2-6.07.2018",2018,1,8,"Holcus lanatus","14.160658173416"
14,"d","kn","2-6.07.2018",2018,1,8,"Knautia arvensis","1.64364635777697"
14,"d","or","2-6.07.2018",2018,1,8,"Origanum vulgare","8.5778973902468696"
14,"d","po","2-6.07.2018",2018,1,8,"Poa trivialis","NA"
14,"d","ru","2-6.07.2018",2018,1,8,"Rumex acetosa","8.9335000072965993"
14,"d","ve","2-6.07.2018",2018,1,8,"Veronica chamaedrys","NA"
15,"a","ar","2-6.07.2018",2018,1,1,"Arrhenaterum elatius","110.3616"
15,"b","ar","2-6.07.2018",2018,1,1,"Arrhenaterum elatius","75.833600000000004"
15,"c","ar","2-6.07.2018",2018,1,1,"Arrhenaterum elatius","51.909599999999998"
15,"d","ar","2-6.07.2018",2018,1,1,"Arrhenaterum elatius","44.457599999999999"
16,"a","lu","2-6.07.2018",2018,1,1,"Luzula campestris","3.9192"
16,"b","lu","2-6.07.2018",2018,1,1,"Luzula campestris","4.9311999999999996"
16,"c","lu","2-6.07.2018",2018,1,1,"Luzula campestris","12.3352"
16,"d","lu","2-6.07.2018",2018,1,1,"Luzula campestris","14.8392"
17,"a","fe","2-6.07.2018",2018,1,1,"Festuca rubra","112.7816"
17,"b","fe","2-6.07.2018",2018,1,1,"Festuca rubra","146.11359999999999"
17,"c","fe","2-6.07.2018",2018,1,1,"Festuca rubra","135.46559999999999"
17,"d","fe","2-6.07.2018",2018,1,1,"Festuca rubra","141.0496"
18,"a","an","2-6.07.2018",2018,1,8,"Anthoxanthum odoratum","10.2356718862232"
18,"a","ar","2-6.07.2018",2018,1,8,"Arrhenaterum elatius","41.345332452233897"
18,"a","ca","2-6.07.2018",2018,1,8,"Cardamine pratensis","NA"
18,"a","fe","2-6.07.2018",2018,1,8,"Festuca rubra","9.8051393272723502"
18,"a","lu","2-6.07.2018",2018,1,8,"Luzula campestris","NA"
18,"a","or","2-6.07.2018",2018,1,8,"Origanum vulgare","NA"
18,"a","ru","2-6.07.2018",2018,1,8,"Rumex acetosa","8.4317404642190095"
18,"a","tr","2-6.07.2018",2018,1,8,"Tragopogon pratensis","210.219715870052"
18,"b","an","2-6.07.2018",2018,1,8,"Anthoxanthum odoratum","9.8106244084210896"
18,"b","ar","2-6.07.2018",2018,1,8,"Arrhenaterum elatius","29.252941799595501"
18,"b","ca","2-6.07.2018",2018,1,8,"Cardamine pratensis","NA"
18,"b","fe","2-6.07.2018",2018,1,8,"Festuca rubra","8.7861117618340696"
18,"b","lu","2-6.07.2018",2018,1,8,"Luzula campestris","NA"
18,"b","or","2-6.07.2018",2018,1,8,"Origanum vulgare","2.7566029073300999"
18,"b","ru","2-6.07.2018",2018,1,8,"Rumex acetosa","2.4332935885300899"
18,"b","tr","2-6.07.2018",2018,1,8,"Tragopogon pratensis","213.077225534289"
18,"c","an","2-6.07.2018",2018,1,8,"Anthoxanthum odoratum","14.3573260629465"
18,"c","ar","2-6.07.2018",2018,1,8,"Arrhenaterum elatius","57.039858783549001"
18,"c","ca","2-6.07.2018",2018,1,8,"Cardamine pratensis","NA"
18,"c","fe","2-6.07.2018",2018,1,8,"Festuca rubra","9.0065140451824703"
18,"c","lu","2-6.07.2018",2018,1,8,"Luzula campestris","NA"
18,"c","or","2-6.07.2018",2018,1,8,"Origanum vulgare","1.9326405097509101"
18,"c","ru","2-6.07.2018",2018,1,8,"Rumex acetosa","1.770738474609"
18,"c","tr","2-6.07.2018",2018,1,8,"Tragopogon pratensis","140.000122123962"
18,"d","an","2-6.07.2018",2018,1,8,"Anthoxanthum odoratum","30.120636096854099"
18,"d","ar","2-6.07.2018",2018,1,8,"Arrhenaterum elatius","48.961897977175298"
18,"d","ca","2-6.07.2018",2018,1,8,"Cardamine pratensis","NA"
18,"d","fe","2-6.07.2018",2018,1,8,"Festuca rubra","10.558601111044"
18,"d","lu","2-6.07.2018",2018,1,8,"Luzula campestris","NA"
18,"d","or","2-6.07.2018",2018,1,8,"Origanum vulgare","3.9789121188333998"
18,"d","ru","2-6.07.2018",2018,1,8,"Rumex acetosa","7.8946911539158302"
18,"d","tr","2-6.07.2018",2018,1,8,"Tragopogon pratensis","311.71006154217702"
19,"a","an","2-6.07.2018",2018,1,12,"Anthoxanthum odoratum","14.114997540268"
19,"a","ar","2-6.07.2018",2018,1,12,"Arrhenaterum elatius","27.778233722664901"
19,"a","ca","2-6.07.2018",2018,1,12,"Cardamine pratensis","NA"
19,"a","fe","2-6.07.2018",2018,1,12,"Festuca rubra","27.681339606635401"
19,"a","ho","2-6.07.2018",2018,1,12,"Holcus lanatus","7.664564146209"
19,"a","kn","2-6.07.2018",2018,1,12,"Knautia arvensis","NA"
19,"a","lu","2-6.07.2018",2018,1,12,"Luzula campestris","NA"
19,"a","or","2-6.07.2018",2018,1,12,"Origanum vulgare","NA"
19,"a","po","2-6.07.2018",2018,1,12,"Poa trivialis","1.3814957920570801"
19,"a","ru","2-6.07.2018",2018,1,12,"Rumex acetosa","3.0690683129043101"
19,"a","tr","2-6.07.2018",2018,1,12,"Tragopogon pratensis","233.339100879261"
19,"a","ve","2-6.07.2018",2018,1,12,"Veronica chamaedrys","NA"
19,"b","an","2-6.07.2018",2018,1,12,"Anthoxanthum odoratum","6.6832000000000003"
19,"b","ar","2-6.07.2018",2018,1,12,"Arrhenaterum elatius","14.183199999999999"
19,"b","ca","2-6.07.2018",2018,1,12,"Cardamine pratensis","NA"
19,"b","fe","2-6.07.2018",2018,1,12,"Festuca rubra","1.9512"
19,"b","ho","2-6.07.2018",2018,1,12,"Holcus lanatus","10.6632"
19,"b","kn","2-6.07.2018",2018,1,12,"Knautia arvensis","1.2472000000000001"
19,"b","lu","2-6.07.2018",2018,1,12,"Luzula campestris","NA"
19,"b","or","2-6.07.2018",2018,1,12,"Origanum vulgare","NA"
19,"b","po","2-6.07.2018",2018,1,12,"Poa trivialis","1.0232000000000001"
19,"b","ru","2-6.07.2018",2018,1,12,"Rumex acetosa","5.3552"
19,"b","tr","2-6.07.2018",2018,1,12,"Tragopogon pratensis","176.91759999999999"
19,"b","ve","2-6.07.2018",2018,1,12,"Veronica chamaedrys","NA"
19,"c","an","2-6.07.2018",2018,1,12,"Anthoxanthum odoratum","10.0577557811314"
19,"c","ar","2-6.07.2018",2018,1,12,"Arrhenaterum elatius","4.5447898543261402"
19,"c","ca","2-6.07.2018",2018,1,12,"Cardamine pratensis","NA"
19,"c","fe","2-6.07.2018",2018,1,12,"Festuca rubra","5.1326751097572698"
19,"c","ho","2-6.07.2018",2018,1,12,"Holcus lanatus","9.2602051548821205"
19,"c","kn","2-6.07.2018",2018,1,12,"Knautia arvensis","2.9620218589346301"
19,"c","lu","2-6.07.2018",2018,1,12,"Luzula campestris","NA"
19,"c","or","2-6.07.2018",2018,1,12,"Origanum vulgare","5.1408972811618998"
19,"c","po","2-6.07.2018",2018,1,12,"Poa trivialis","2.1268671478821002"
19,"c","ru","2-6.07.2018",2018,1,12,"Rumex acetosa","2.4851359174660201"
19,"c","tr","2-6.07.2018",2018,1,12,"Tragopogon pratensis","166.14805189445801"
19,"c","ve","2-6.07.2018",2018,1,12,"Veronica chamaedrys","NA"
19,"d","an","2-6.07.2018",2018,1,12,"Anthoxanthum odoratum","6.7001182731008804"
19,"d","ar","2-6.07.2018",2018,1,12,"Arrhenaterum elatius","18.497882557301999"
19,"d","ca","2-6.07.2018",2018,1,12,"Cardamine pratensis","NA"
19,"d","fe","2-6.07.2018",2018,1,12,"Festuca rubra","4.1276422827606698"
19,"d","ho","2-6.07.2018",2018,1,12,"Holcus lanatus","11.447392805999201"
19,"d","kn","2-6.07.2018",2018,1,12,"Knautia arvensis","2.9967470406304302"
19,"d","lu","2-6.07.2018",2018,1,12,"Luzula campestris","NA"
19,"d","or","2-6.07.2018",2018,1,12,"Origanum vulgare","NA"
19,"d","po","2-6.07.2018",2018,1,12,"Poa trivialis","NA"
19,"d","ru","2-6.07.2018",2018,1,12,"Rumex acetosa","2.1309700970215602"
19,"d","tr","2-6.07.2018",2018,1,12,"Tragopogon pratensis","184.207246943185"
19,"d","ve","2-6.07.2018",2018,1,12,"Veronica chamaedrys","NA"
2,"a","an","2-6.07.2018",2018,1,12,"Anthoxanthum odoratum","4.2928120941419001"
2,"a","ar","2-6.07.2018",2018,1,12,"Arrhenaterum elatius","8.8729187424841101"
2,"a","ca","2-6.07.2018",2018,1,12,"Cardamine pratensis","NA"
2,"a","fe","2-6.07.2018",2018,1,12,"Festuca rubra","4.5984206150146001"
2,"a","ho","2-6.07.2018",2018,1,12,"Holcus lanatus","2.3706953444425301"
2,"a","kn","2-6.07.2018",2018,1,12,"Knautia arvensis","NA"
2,"a","lu","2-6.07.2018",2018,1,12,"Luzula campestris","NA"
2,"a","or","2-6.07.2018",2018,1,12,"Origanum vulgare","NA"
2,"a","po","2-6.07.2018",2018,1,12,"Poa trivialis","1.40561580484453"
2,"a","ru","2-6.07.2018",2018,1,12,"Rumex acetosa","2.12540429479471"
2,"a","tr","2-6.07.2018",2018,1,12,"Tragopogon pratensis","189.85813310427801"
2,"a","ve","2-6.07.2018",2018,1,12,"Veronica chamaedrys","NA"
2,"b","an","2-6.07.2018",2018,1,12,"Anthoxanthum odoratum","1.5551999999999999"
2,"b","ar","2-6.07.2018",2018,1,12,"Arrhenaterum elatius","8.1631999999999998"
2,"b","ca","2-6.07.2018",2018,1,12,"Cardamine pratensis","NA"
2,"b","fe","2-6.07.2018",2018,1,12,"Festuca rubra","1.8151999999999999"
2,"b","ho","2-6.07.2018",2018,1,12,"Holcus lanatus","5.9672000000000001"
2,"b","kn","2-6.07.2018",2018,1,12,"Knautia arvensis","NA"
2,"b","lu","2-6.07.2018",2018,1,12,"Luzula campestris","NA"
2,"b","or","2-6.07.2018",2018,1,12,"Origanum vulgare","NA"
2,"b","po","2-6.07.2018",2018,1,12,"Poa trivialis","1.1512"
2,"b","ru","2-6.07.2018",2018,1,12,"Rumex acetosa","1.8632"
2,"b","tr","2-6.07.2018",2018,1,12,"Tragopogon pratensis","206.39760000000001"
2,"b","ve","2-6.07.2018",2018,1,12,"Veronica chamaedrys","NA"
2,"c","an","2-6.07.2018",2018,1,12,"Anthoxanthum odoratum","12.194132965959501"
2,"c","ar","2-6.07.2018",2018,1,12,"Arrhenaterum elatius","6.1766832552663899"
2,"c","ca","2-6.07.2018",2018,1,12,"Cardamine pratensis","NA"
2,"c","fe","2-6.07.2018",2018,1,12,"Festuca rubra","2.3878072689928098"
2,"c","ho","2-6.07.2018",2018,1,12,"Holcus lanatus","3.3209769005335299"
2,"c","kn","2-6.07.2018",2018,1,12,"Knautia arvensis","1.38625882824437"
2,"c","lu","2-6.07.2018",2018,1,12,"Luzula campestris","NA"
2,"c","or","2-6.07.2018",2018,1,12,"Origanum vulgare","NA"
2,"c","po","2-6.07.2018",2018,1,12,"Poa trivialis","1.37821426245523"
2,"c","ru","2-6.07.2018",2018,1,12,"Rumex acetosa","12.033241650176601"
2,"c","tr","2-6.07.2018",2018,1,12,"Tragopogon pratensis","95.433884868371607"
2,"c","ve","2-6.07.2018",2018,1,12,"Veronica chamaedrys","NA"
2,"d","an","2-6.07.2018",2018,1,12,"Anthoxanthum odoratum","3.99404405546144"
2,"d","ar","2-6.07.2018",2018,1,12,"Arrhenaterum elatius","3.2146601919819302"
2,"d","ca","2-6.07.2018",2018,1,12,"Cardamine pratensis","NA"
2,"d","fe","2-6.07.2018",2018,1,12,"Festuca rubra","1.55536662274923"
2,"d","ho","2-6.07.2018",2018,1,12,"Holcus lanatus","3.9738527636614598"
2,"d","kn","2-6.07.2018",2018,1,12,"Knautia arvensis","NA"
2,"d","lu","2-6.07.2018",2018,1,12,"Luzula campestris","NA"
2,"d","or","2-6.07.2018",2018,1,12,"Origanum vulgare","NA"
2,"d","po","2-6.07.2018",2018,1,12,"Poa trivialis","NA"
2,"d","ru","2-6.07.2018",2018,1,12,"Rumex acetosa","2.57257711274233"
2,"d","tr","2-6.07.2018",2018,1,12,"Tragopogon pratensis","56.582299253403598"
2,"d","ve","2-6.07.2018",2018,1,12,"Veronica chamaedrys","NA"
20,"a","tr","2-6.07.2018",2018,1,1,"Tragopogon pratensis","254.78960000000001"
20,"b","tr","2-6.07.2018",2018,1,1,"Tragopogon pratensis","103.6456"
20,"c","tr","2-6.07.2018",2018,1,1,"Tragopogon pratensis","119.6216"
20,"d","tr","2-6.07.2018",2018,1,1,"Tragopogon pratensis","66.793599999999998"
21,"a","or","2-6.07.2018",2018,1,1,"Origanum vulgare","383.90960000000001"
21,"b","or","2-6.07.2018",2018,1,1,"Origanum vulgare","442.7056"
21,"c","or","2-6.07.2018",2018,1,1,"Origanum vulgare","157.60159999999999"
21,"d","or","2-6.07.2018",2018,1,1,"Origanum vulgare","349.25360000000001"
22,"a","an","2-6.07.2018",2018,1,12,"Anthoxanthum odoratum","3.5418158930880801"
22,"a","ar","2-6.07.2018",2018,1,12,"Arrhenaterum elatius","4.0459759735594201"
22,"a","ca","2-6.07.2018",2018,1,12,"Cardamine pratensis","NA"
22,"a","fe","2-6.07.2018",2018,1,12,"Festuca rubra","3.54584917373186"
22,"a","ho","2-6.07.2018",2018,1,12,"Holcus lanatus","1.5493752550653801"
22,"a","kn","2-6.07.2018",2018,1,12,"Knautia arvensis","NA"
22,"a","lu","2-6.07.2018",2018,1,12,"Luzula campestris","NA"
22,"a","or","2-6.07.2018",2018,1,12,"Origanum vulgare","NA"
22,"a","po","2-6.07.2018",2018,1,12,"Poa trivialis","1.4130088231067699"
22,"a","ru","2-6.07.2018",2018,1,12,"Rumex acetosa","3.0787537289840499"
22,"a","tr","2-6.07.2018",2018,1,12,"Tragopogon pratensis","118.293221152464"
22,"a","ve","2-6.07.2018",2018,1,12,"Veronica chamaedrys","NA"
22,"b","an","2-6.07.2018",2018,1,12,"Anthoxanthum odoratum","3.6203758897346199"
22,"b","ar","2-6.07.2018",2018,1,12,"Arrhenaterum elatius","11.4623149969142"
22,"b","ca","2-6.07.2018",2018,1,12,"Cardamine pratensis","NA"
22,"b","fe","2-6.07.2018",2018,1,12,"Festuca rubra","7.0595399300555499"
22,"b","ho","2-6.07.2018",2018,1,12,"Holcus lanatus","7.3820875540012301"
22,"b","kn","2-6.07.2018",2018,1,12,"Knautia arvensis","NA"
22,"b","lu","2-6.07.2018",2018,1,12,"Luzula campestris","NA"
22,"b","or","2-6.07.2018",2018,1,12,"Origanum vulgare","NA"
22,"b","po","2-6.07.2018",2018,1,12,"Poa trivialis","1.16901394774738"
22,"b","ru","2-6.07.2018",2018,1,12,"Rumex acetosa","5.9386869368442703"
22,"b","tr","2-6.07.2018",2018,1,12,"Tragopogon pratensis","272.747980744703"
22,"b","ve","2-6.07.2018",2018,1,12,"Veronica chamaedrys","NA"
22,"c","an","2-6.07.2018",2018,1,12,"Anthoxanthum odoratum","1.6339013563676199"
22,"c","ar","2-6.07.2018",2018,1,12,"Arrhenaterum elatius","12.8925239844919"
22,"c","ca","2-6.07.2018",2018,1,12,"Cardamine pratensis","NA"
22,"c","fe","2-6.07.2018",2018,1,12,"Festuca rubra","1.98507800469013"
22,"c","ho","2-6.07.2018",2018,1,12,"Holcus lanatus","6.8776851577322304"
22,"c","kn","2-6.07.2018",2018,1,12,"Knautia arvensis","NA"
22,"c","lu","2-6.07.2018",2018,1,12,"Luzula campestris","NA"
22,"c","or","2-6.07.2018",2018,1,12,"Origanum vulgare","NA"
22,"c","po","2-6.07.2018",2018,1,12,"Poa trivialis","NA"
22,"c","ru","2-6.07.2018",2018,1,12,"Rumex acetosa","1.59757011513216"
22,"c","tr","2-6.07.2018",2018,1,12,"Tragopogon pratensis","142.09004138158599"
22,"c","ve","2-6.07.2018",2018,1,12,"Veronica chamaedrys","NA"
22,"d","an","2-6.07.2018",2018,1,12,"Anthoxanthum odoratum","2.4192115234722"
22,"d","ar","2-6.07.2018",2018,1,12,"Arrhenaterum elatius","9.09008383420794"
22,"d","ca","2-6.07.2018",2018,1,12,"Cardamine pratensis","NA"
22,"d","fe","2-6.07.2018",2018,1,12,"Festuca rubra","7.7696634359563603"
22,"d","ho","2-6.07.2018",2018,1,12,"Holcus lanatus","2.6124437768748798"
22,"d","kn","2-6.07.2018",2018,1,12,"Knautia arvensis","NA"
22,"d","lu","2-6.07.2018",2018,1,12,"Luzula campestris","NA"
22,"d","or","2-6.07.2018",2018,1,12,"Origanum vulgare","NA"
22,"d","po","2-6.07.2018",2018,1,12,"Poa trivialis","NA"
22,"d","ru","2-6.07.2018",2018,1,12,"Rumex acetosa","1.4369475686752999"
22,"d","tr","2-6.07.2018",2018,1,12,"Tragopogon pratensis","151.12044986081301"
22,"d","ve","2-6.07.2018",2018,1,12,"Veronica chamaedrys","NA"
23,"a","an","2-6.07.2018",2018,1,12,"Anthoxanthum odoratum","6.2408211975755004"
23,"a","ar","2-6.07.2018",2018,1,12,"Arrhenaterum elatius","7.7136331913469798"
23,"a","ca","2-6.07.2018",2018,1,12,"Cardamine pratensis","NA"
23,"a","fe","2-6.07.2018",2018,1,12,"Festuca rubra","10.111517181206301"
23,"a","ho","2-6.07.2018",2018,1,12,"Holcus lanatus","5.1047678690465403"
23,"a","kn","2-6.07.2018",2018,1,12,"Knautia arvensis","NA"
23,"a","lu","2-6.07.2018",2018,1,12,"Luzula campestris","NA"
23,"a","or","2-6.07.2018",2018,1,12,"Origanum vulgare","NA"
23,"a","po","2-6.07.2018",2018,1,12,"Poa trivialis","NA"
